State,County,Poor or fair health,Poor mental health days,Health care costs
MS,Quitman County,0.351,4.2,11477.0
MS,Rankin County,0.146,3.5,10915.0
MS,Rankin County,0.146,3.5,11040.0
MS,Scott County,0.273,4.4,12320.0
MS,Scott County,0.273,4.4,12782.0
MS,Sharkey County,0.145,,11177.0
MS,Sharkey County,0.145,,11158.0
MS,Simpson County,0.237,3.7,11289.0
MS,Simpson County,0.237,3.7,10633.0
MS,Smith County,0.214,4.1,11204.0
MS,Smith County,0.214,4.1,11828.0
MS,Stone County,0.212,4.1,13498.0
MS,Stone County,0.212,4.1,12925.0
MS,Sunflower County,0.233,3.6,12282.0
MS,Sunflower County,0.233,3.6,13824.0
MS,Tallahatchie County,0.324,6.4,12031.0
MS,Tallahatchie County,0.324,6.4,11906.0
MS,Tate County,0.199,4.9,11698.0
MS,Tate County,0.199,4.9,11577.0
MS,Tippah County,0.265,5.8,10460.0
MS,Tippah County,0.265,5.8,10617.0
MS,Tishomingo County,0.204,5.1,12058.0
MS,Tishomingo County,0.204,5.1,11581.0
MS,Tunica County,0.308,3.4,10682.0
MS,Tunica County,0.308,3.4,11435.0
MS,Union County,0.231,3.6,9834.0
MS,Union County,0.231,3.6,9819.0
MS,Walthall County,0.212,3.8,10717.0
MS,Walthall County,0.212,3.8,11545.0
MS,Warren County,0.191,4.1,11618.0
MS,Warren County,0.191,4.1,12204.0
MS,Washington County,0.208,3.6,9967.0
MS,Washington County,0.208,3.6,10073.0
MS,Wayne County,0.283,4.3,10328.0
MS,Wayne County,0.283,4.3,10543.0
MS,Webster County,0.249,5.1,10047.0
MS,Webster County,0.249,5.1,10523.0
MS,Wilkinson County,0.286,4.0,10436.0
MS,Wilkinson County,0.286,4.0,10614.0
MS,Winston County,0.248,4.8,8757.0
MS,Winston County,0.248,4.8,8747.0
MS,Yalobusha County,0.26,4.9,10326.0
MS,Yalobusha County,0.26,4.9,10729.0
MS,Yazoo County,0.245,3.6,12339.0
MS,Yazoo County,0.245,3.6,12339.0
NC,Alamance County,0.192,3.6,8640.0
NC,Alamance County,0.192,3.6,9050.0
NC,Alexander County,0.178,4.6,9316.0
NC,Alexander County,0.178,4.6,9242.0
NC,Alleghany County,0.234,4.4,9585.0
NC,Alleghany County,0.234,4.4,9423.0
NC,Anson County,0.191,,9060.0
NC,Anson County,0.191,,8855.0
NC,Ashe County,0.225,3.5,8939.0
NC,Ashe County,0.225,3.5,8718.0
NC,Avery County,0.216,2.7,9726.0
NC,Avery County,0.216,2.7,9772.0
NC,Beaufort County,0.194,2.4,8044.0
NC,Beaufort County,0.194,2.4,7983.0
NC,Bertie County,0.275,2.3,8241.0
NC,Bertie County,0.275,2.3,8913.0
NC,Bladen County,0.271,4.2,10470.0
NC,Bladen County,0.271,4.2,10619.0
NC,Brunswick County,0.175,3.5,8959.0
NC,Brunswick County,0.175,3.5,9095.0
NC,Buncombe County,0.139,3.8,8237.0
NC,Buncombe County,0.139,3.8,8057.0
NC,Burke County,0.221,4.8,8645.0
NC,Burke County,0.221,4.8,8931.0
NC,Cabarrus County,0.155,3.2,9807.0
NC,Cabarrus County,0.155,3.2,9667.0
NC,Caldwell County,0.211,3.8,9101.0
NC,Caldwell County,0.211,3.8,9043.0
NC,Camden County,0.203,2.2,8796.0
NC,Camden County,0.203,2.2,9044.0
NC,Carteret County,0.176,3.4,8759.0
NC,Carteret County,0.176,3.4,9161.0
NC,Caswell County,0.205,4.6,9026.0
NC,Caswell County,0.205,4.6,9069.0
NC,Catawba County,0.182,3.7,8377.0
NC,Catawba County,0.182,3.7,8692.0
NC,Chatham County,0.194,3.6,8065.0
NC,Chatham County,0.194,3.6,8134.0
NC,Cherokee County,0.214,3.1,8467.0
NC,Cherokee County,0.214,3.1,8026.0
NC,Chowan County,0.231,3.8,8394.0
NC,Chowan County,0.231,3.8,7628.0
NC,Clay County,0.184,5.2,8019.0
NC,Clay County,0.184,5.2,7521.0
NC,Cleveland County,0.194,5.0,8843.0
NC,Cleveland County,0.194,5.0,9085.0
NC,Columbus County,0.286,4.5,10546.0
NC,Columbus County,0.286,4.5,10605.0
NC,Craven County,0.145,3.2,8635.0
NC,Craven County,0.145,3.2,9180.0
NC,Cumberland County,0.175,4.0,8886.0
NC,Cumberland County,0.175,4.0,9008.0
NC,Currituck County,,,9404.0
NC,Currituck County,,,8799.0
NC,Dare County,0.213,4.1,7384.0
NC,Dare County,0.213,4.1,7531.0
NC,Davidson County,0.208,4.4,9504.0
NC,Davidson County,0.208,4.4,9506.0
NC,Davie County,0.148,2.9,10030.0
NC,Davie County,0.148,2.9,9955.0
NC,Duplin County,0.341,2.5,9532.0
NC,Duplin County,0.341,2.5,9581.0
NC,Durham County,0.166,2.9,8397.0
NC,Durham County,0.166,2.9,8108.0
NC,Edgecombe County,0.198,2.1,8606.0
NC,Edgecombe County,0.198,2.1,8935.0
NC,Forsyth County,0.142,3.0,9325.0
NC,Forsyth County,0.142,3.0,9157.0
NC,Franklin County,0.166,4.4,8966.0
NC,Franklin County,0.166,4.4,9284.0
NC,Gaston County,0.208,4.5,9903.0
NC,Gaston County,0.208,4.5,9728.0
NC,Gates County,0.204,4.0,8583.0
NC,Gates County,0.204,4.0,8276.0
NC,Graham County,0.24,3.7,9833.0
NC,Graham County,0.24,3.7,8515.0
NC,Granville County,0.185,3.9,8342.0
NC,Granville County,0.185,3.9,8198.0
NC,Greene County,0.384,2.0,9649.0
NC,Greene County,0.384,2.0,10080.0
NC,Guilford County,0.122,3.1,8349.0
NC,Guilford County,0.122,3.1,8628.0
NC,Halifax County,0.296,4.3,9488.0
NC,Halifax County,0.296,4.3,9773.0
NC,Harnett County,0.188,3.5,10191.0
NC,Harnett County,0.188,3.5,10150.0
NC,Haywood County,0.18,4.8,8498.0
NC,Haywood County,0.18,4.8,8561.0
NC,Henderson County,0.172,3.5,8539.0
NC,Henderson County,0.172,3.5,8465.0
NC,Hertford County,0.262,2.7,8244.0
NC,Hertford County,0.262,2.7,8319.0
NC,Hoke County,0.217,3.1,10943.0
NC,Hoke County,0.217,3.1,10811.0
NC,Hyde County,,,8569.0
NC,Hyde County,,,8379.0
NC,Iredell County,0.167,3.0,10015.0
NC,Iredell County,0.167,3.0,10151.0
NC,Jackson County,0.213,3.9,8245.0
NC,Jackson County,0.213,3.9,8216.0
NC,Johnston County,0.204,3.7,10794.0
NC,Johnston County,0.204,3.7,10690.0
NC,Jones County,0.189,6.2,8066.0
NC,Jones County,0.189,6.2,8795.0
NC,Lee County,0.201,4.0,9007.0
NC,Lee County,0.201,4.0,9477.0
NC,Lenoir County,0.25,4.7,9027.0
NC,Lenoir County,0.25,4.7,9353.0
NC,Lincoln County,0.203,3.3,9636.0
NC,Lincoln County,0.203,3.3,9569.0
NC,Macon County,0.173,3.9,7449.0
NC,Macon County,0.173,3.9,7359.0
NC,Madison County,0.196,,8296.0
NC,Madison County,0.196,,8968.0
NC,Martin County,0.221,,8809.0
NC,Martin County,0.221,,10047.0
NC,McDowell County,0.288,4.5,8398.0
NC,McDowell County,0.288,4.5,8489.0
NC,Mecklenburg County,0.142,3.2,8324.0
NC,Mecklenburg County,0.142,3.2,8514.0
NC,Mitchell County,0.196,4.7,8601.0
NC,Mitchell County,0.196,4.7,9123.0
NC,Montgomery County,,2.1,9332.0
NC,Montgomery County,,2.1,9986.0
NC,Moore County,0.154,3.1,8452.0
NC,Moore County,0.154,3.1,8895.0
NC,Nash County,0.202,3.1,8725.0
NC,Nash County,0.202,3.1,9511.0
NC,New Hanover County,0.15,3.4,8982.0
NC,New Hanover County,0.15,3.4,9130.0
NC,Northampton County,0.246,3.6,9012.0
NC,Northampton County,0.246,3.6,9909.0
NC,Onslow County,0.166,3.8,9139.0
NC,Onslow County,0.166,3.8,9651.0
NC,Orange County,0.128,3.1,7147.0
NC,Orange County,0.128,3.1,7147.0
NC,Pamlico County,,,8082.0
NC,Pamlico County,,,9062.0
NC,Pasquotank County,0.205,3.3,8307.0
NC,Pasquotank County,0.205,3.3,8382.0
NC,Pender County,0.152,2.7,9748.0
NC,Pender County,0.152,2.7,9620.0
NC,Perquimans County,0.201,2.0,8591.0
NC,Perquimans County,0.201,2.0,8269.0
NC,Person County,0.139,2.8,8304.0
NC,Person County,0.139,2.8,8770.0
NC,Pitt County,0.165,3.2,8833.0
NC,Pitt County,0.165,3.2,9143.0
NC,Polk County,0.108,3.9,8199.0
NC,Polk County,0.108,3.9,8148.0
NC,Randolph County,0.191,3.7,9145.0
NC,Randolph County,0.191,3.7,9432.0
NC,Richmond County,0.267,5.7,9669.0
NC,Richmond County,0.267,5.7,10568.0
NC,Robeson County,0.258,3.7,10712.0
NC,Robeson County,0.258,3.7,10613.0
NC,Rockingham County,0.244,4.0,8623.0
NC,Rockingham County,0.244,4.0,9311.0
NC,Rowan County,0.22,4.2,9239.0
NC,Rowan County,0.22,4.2,8827.0
NC,Rutherford County,0.24,4.8,8656.0
NC,Rutherford County,0.24,4.8,8757.0
NC,Sampson County,0.255,2.3,9716.0
NC,Sampson County,0.255,2.3,9899.0
NC,Scotland County,0.276,4.3,9615.0
NC,Scotland County,0.276,4.3,9441.0
NC,Stanly County,0.262,5.5,9575.0
NC,Stanly County,0.262,5.5,9344.0
NC,Stokes County,0.183,5.3,10323.0
NC,Stokes County,0.183,5.3,10006.0
NC,Surry County,0.238,3.5,10454.0
NC,Surry County,0.238,3.5,10501.0
NC,Swain County,0.219,3.6,8727.0
NC,Swain County,0.219,3.6,8444.0
NC,Transylvania County,0.107,3.2,7499.0
NC,Transylvania County,0.107,3.2,7387.0
NC,Tyrrell County,,,7338.0
NC,Tyrrell County,,,8344.0
NC,Union County,0.156,2.9,9304.0
NC,Union County,0.156,2.9,9099.0
NC,Vance County,0.27,3.1,8242.0
NC,Vance County,0.27,3.1,8415.0
NC,Wake County,0.111,2.6,8748.0
NC,Wake County,0.111,2.6,8816.0
NC,Warren County,0.191,3.9,7710.0
NC,Warren County,0.191,3.9,7925.0
NC,Washington County,0.175,2.7,8741.0
NC,Washington County,0.175,2.7,8894.0
NC,Watauga County,0.131,3.2,9357.0
NC,Watauga County,0.131,3.2,9055.0
NC,Wayne County,0.18,3.5,9037.0
NC,Wayne County,0.18,3.5,9059.0
NC,Wilkes County,0.203,4.4,9842.0
NC,Wilkes County,0.203,4.4,10085.0
NC,Wilson County,0.159,3.1,9251.0
NC,Wilson County,0.159,3.1,9450.0
NC,Yadkin County,0.207,4.6,10084.0
NC,Yadkin County,0.207,4.6,10998.0
NC,Yancey County,0.193,4.1,7707.0
NC,Yancey County,0.193,4.1,7870.0
OK,Adair County,0.229,2.7,11814.0
OK,Adair County,0.229,2.7,11376.0
OK,Alfalfa County,0.122,3.5,9236.0
OK,Alfalfa County,0.122,3.5,9687.0
OK,Atoka County,0.248,5.7,13932.0
OK,Atoka County,0.248,5.7,12574.0
OK,Beaver County,0.147,,7865.0
OK,Beaver County,0.147,,8121.0
OK,Beckham County,0.211,4.5,9794.0
OK,Beckham County,0.211,4.5,10574.0
OK,Blaine County,0.174,3.7,10574.0
OK,Blaine County,0.174,3.7,11229.0
OK,Bryan County,0.203,4.4,12894.0
OK,Bryan County,0.203,4.4,13075.0
OK,Caddo County,0.203,3.8,10846.0
OK,Caddo County,0.203,3.8,10465.0
OK,Canadian County,0.128,3.8,10383.0
OK,Canadian County,0.128,3.8,9812.0
OK,Carter County,0.193,4.7,11581.0
OK,Carter County,0.193,4.7,10859.0
OK,Cherokee County,0.238,4.3,10370.0
OK,Cherokee County,0.238,4.3,10069.0
OK,Choctaw County,0.213,2.8,14110.0
OK,Choctaw County,0.213,2.8,14597.0
OK,Cimarron County,0.1,,12312.0
OK,Cimarron County,0.1,,10617.0
OK,Cleveland County,0.144,3.9,10795.0
OK,Cleveland County,0.144,3.9,10763.0
OK,Coal County,0.215,,13035.0
OK,Coal County,0.215,,14014.0
OK,Comanche County,0.204,4.8,9496.0
OK,Comanche County,0.204,4.8,9471.0
OK,Cotton County,0.201,,11320.0
OK,Cotton County,0.201,,10517.0
OK,Craig County,0.189,4.3,9961.0
OK,Craig County,0.189,4.3,8779.0
OK,Creek County,0.195,4.6,10682.0
OK,Creek County,0.195,4.6,10665.0
OK,Custer County,0.155,2.8,11228.0
OK,Custer County,0.155,2.8,10435.0
OK,Delaware County,0.243,4.2,9650.0
OK,Delaware County,0.243,4.2,10055.0
OK,Dewey County,,,9326.0
OK,Dewey County,,,10535.0
OK,Ellis County,,,8362.0
OK,Ellis County,,,8514.0
OK,Garfield County,0.143,3.1,9845.0
OK,Garfield County,0.143,3.1,9566.0
OK,Garvin County,0.24,6.7,10158.0
OK,Garvin County,0.24,6.7,9788.0
OK,Grady County,0.19,4.3,11279.0
OK,Grady County,0.19,4.3,10941.0
OK,Grant County,0.206,,9340.0
OK,Grant County,0.206,,9313.0
OK,Greer County,0.167,,11964.0
OK,Greer County,0.167,,12162.0
OK,Harmon County,,,12978.0
OK,Harmon County,,,11943.0
OK,Harper County,,,7650.0
OK,Harper County,,,8758.0
OK,Haskell County,0.191,3.8,11151.0
OK,Haskell County,0.191,3.8,11981.0
OK,Hughes County,0.179,3.6,10396.0
OK,Hughes County,0.179,3.6,9700.0
OK,Jackson County,0.179,3.6,12913.0
OK,Jackson County,0.179,3.6,11431.0
OK,Jefferson County,0.26,5.0,11764.0
OK,Jefferson County,0.26,5.0,12751.0
OK,Johnston County,0.236,5.6,13838.0
OK,Johnston County,0.236,5.6,13123.0
OK,Kay County,0.198,5.0,9318.0
OK,Kay County,0.198,5.0,9065.0
OK,Kingfisher County,0.116,3.4,11516.0
OK,Kingfisher County,0.116,3.4,11036.0
OK,Kiowa County,0.216,3.9,10270.0
OK,Kiowa County,0.216,3.9,10199.0
OK,Latimer County,0.281,5.8,12808.0
OK,Latimer County,0.281,5.8,11884.0
OK,Le Flore County,0.226,4.3,11676.0
OK,Le Flore County,0.226,4.3,11701.0
OK,Lincoln County,0.181,4.5,10522.0
OK,Lincoln County,0.181,4.5,9909.0
OK,Logan County,0.175,4.4,9301.0
OK,Logan County,0.175,4.4,9062.0
OK,Love County,0.248,5.4,12267.0
OK,Love County,0.248,5.4,12400.0
OK,Major County,0.205,2.6,9545.0
OK,Major County,0.205,2.6,9886.0
OK,Marshall County,0.235,4.3,12350.0
OK,Marshall County,0.235,4.3,11745.0
OK,Mayes County,0.218,4.0,11047.0
OK,Mayes County,0.218,4.0,10188.0
OK,McClain County,0.149,3.4,10621.0
OK,McClain County,0.149,3.4,10403.0
OK,McCurtain County,0.209,4.0,13657.0
OK,McCurtain County,0.209,4.0,12770.0
OK,McIntosh County,0.194,5.8,10961.0
OK,McIntosh County,0.194,5.8,10786.0
OK,Murray County,0.188,4.2,11317.0
OK,Murray County,0.188,4.2,12011.0
OK,Muskogee County,0.259,5.6,10592.0
OK,Muskogee County,0.259,5.6,10099.0
OK,Noble County,0.214,,9342.0
OK,Noble County,0.214,,8681.0
OK,Nowata County,0.225,5.4,9947.0
OK,Nowata County,0.225,5.4,9634.0
OK,Okfuskee County,0.209,2.9,10796.0
OK,Okfuskee County,0.209,2.9,9903.0
OK,Oklahoma County,0.188,4.3,10293.0
OK,Oklahoma County,0.188,4.3,10216.0
OK,Okmulgee County,0.213,5.1,9904.0
OK,Okmulgee County,0.213,5.1,10066.0
OK,Osage County,0.174,3.9,11036.0
OK,Osage County,0.174,3.9,9955.0
OK,Ottawa County,0.225,5.0,10292.0
OK,Ottawa County,0.225,5.0,9644.0
OK,Pawnee County,0.192,4.6,11740.0
OK,Pawnee County,0.192,4.6,10769.0
OK,Payne County,0.155,4.7,10037.0
OK,Payne County,0.155,4.7,9422.0
OK,Pittsburg County,0.205,5.7,10172.0
OK,Pittsburg County,0.205,5.7,10078.0
OK,Pontotoc County,0.231,4.7,10736.0
OK,Pontotoc County,0.231,4.7,10280.0
OK,Pottawatomie County,0.194,4.5,10179.0
OK,Pottawatomie County,0.194,4.5,9944.0
OK,Pushmataha County,0.298,5.1,11889.0
OK,Pushmataha County,0.298,5.1,11364.0
OK,Roger Mills County,,,10320.0
OK,Roger Mills County,,,9890.0
OK,Rogers County,0.18,3.5,10336.0
OK,Rogers County,0.18,3.5,9603.0
OK,Seminole County,0.294,5.5,10928.0
OK,Seminole County,0.294,5.5,10221.0
OK,Sequoyah County,0.274,5.2,11369.0
OK,Sequoyah County,0.274,5.2,10788.0
OK,Stephens County,0.171,3.9,10463.0
OK,Stephens County,0.171,3.9,10285.0
OK,Texas County,0.125,1.9,8616.0
OK,Texas County,0.125,1.9,8028.0
OK,Tillman County,0.234,6.3,11686.0
OK,Tillman County,0.234,6.3,11181.0
OK,Tulsa County,0.168,4.0,9980.0
OK,Tulsa County,0.168,4.0,9832.0
OK,Wagoner County,0.17,4.8,10404.0
OK,Wagoner County,0.17,4.8,10435.0
OK,Washington County,0.151,3.3,8325.0
OK,Washington County,0.151,3.3,7858.0
OK,Washita County,0.295,4.1,10421.0
OK,Washita County,0.295,4.1,9789.0
OK,Woods County,,,7130.0
OK,Woods County,,,6945.0
OK,Woodward County,0.152,2.6,8256.0
OK,Woodward County,0.152,2.6,8510.0
SC,Abbeville County,0.199,4.4,8787.0
SC,Abbeville County,0.199,4.4,8468.0
SC,Aiken County,0.15,3.6,8511.0
SC,Aiken County,0.15,3.6,8802.0
SC,Allendale County,0.249,2.9,9602.0
SC,Allendale County,0.249,2.9,9147.0
SC,Anderson County,0.178,4.1,9235.0
SC,Anderson County,0.178,4.1,9548.0
SC,Bamberg County,0.221,3.4,9671.0
SC,Bamberg County,0.221,3.4,9194.0
SC,Barnwell County,0.219,4.2,10005.0
SC,Barnwell County,0.219,4.2,9709.0
SC,Beaufort County,0.101,2.9,8688.0
SC,Beaufort County,0.101,2.9,8494.0
SC,Berkeley County,0.17,3.9,10202.0
SC,Berkeley County,0.17,3.9,10073.0
SC,Calhoun County,0.136,3.9,9658.0
SC,Calhoun County,0.136,3.9,9360.0
SC,Charleston County,0.112,3.2,9189.0
SC,Charleston County,0.112,3.2,9337.0
SC,Cherokee County,0.226,4.4,8838.0
SC,Cherokee County,0.226,4.4,9450.0
SC,Chester County,0.217,5.8,9355.0
SC,Chester County,0.217,5.8,9577.0
SC,Chesterfield County,0.205,3.6,10162.0
SC,Chesterfield County,0.205,3.6,9413.0
SC,Clarendon County,0.208,3.8,9091.0
SC,Clarendon County,0.208,3.8,9984.0
SC,Colleton County,0.201,4.1,9836.0
SC,Colleton County,0.201,4.1,10879.0
SC,Darlington County,0.226,3.9,10234.0
SC,Darlington County,0.226,3.9,10368.0
SC,Dillon County,0.267,4.1,10170.0
SC,Dillon County,0.267,4.1,10247.0
SC,Dorchester County,0.147,3.8,9715.0
SC,Dorchester County,0.147,3.8,10113.0
SC,Edgefield County,0.155,3.4,8237.0
SC,Edgefield County,0.155,3.4,9003.0
SC,Fairfield County,0.139,3.8,9119.0
SC,Fairfield County,0.139,3.8,8582.0
SC,Florence County,0.194,3.5,9825.0
SC,Florence County,0.194,3.5,9933.0
SC,Georgetown County,0.161,3.7,9533.0
SC,Georgetown County,0.161,3.7,9359.0
SC,Greenville County,0.142,3.4,8900.0
SC,Greenville County,0.142,3.4,9076.0
SC,Greenwood County,0.179,3.6,8793.0
SC,Greenwood County,0.179,3.6,8775.0
SC,Hampton County,0.229,3.1,10000.0
SC,Hampton County,0.229,3.1,9887.0
SC,Horry County,0.157,3.9,9525.0
SC,Horry County,0.157,3.9,9613.0
SC,Jasper County,0.159,3.5,9588.0
SC,Jasper County,0.159,3.5,8834.0
SC,Kershaw County,0.15,2.8,9937.0
SC,Kershaw County,0.15,2.8,9380.0
SC,Lancaster County,0.167,4.1,9142.0
SC,Lancaster County,0.167,4.1,9298.0
SC,Laurens County,0.189,4.6,9658.0
SC,Laurens County,0.189,4.6,9845.0
SC,Lee County,0.255,4.4,9318.0
SC,Lee County,0.255,4.4,9725.0
SC,Lexington County,0.152,3.7,8990.0
SC,Lexington County,0.152,3.7,9202.0
SC,Marion County,0.24,3.5,8922.0
SC,Marion County,0.24,3.5,8613.0
SC,Marlboro County,0.283,4.1,9740.0
SC,Marlboro County,0.283,4.1,9665.0
SC,McCormick County,0.244,5.9,8803.0
SC,McCormick County,0.244,5.9,7944.0
SC,Newberry County,0.16,4.3,8718.0
SC,Newberry County,0.16,4.3,8933.0
SC,Oconee County,0.179,4.3,9247.0
SC,Oconee County,0.179,4.3,9609.0
SC,Orangeburg County,0.194,3.7,9017.0
SC,Orangeburg County,0.194,3.7,9226.0
SC,Pickens County,0.182,3.8,9603.0
SC,Pickens County,0.182,3.8,9929.0
SC,Richland County,0.143,3.3,8919.0
SC,Richland County,0.143,3.3,8775.0
SC,Saluda County,0.164,2.9,8224.0
SC,Saluda County,0.164,2.9,8115.0
SC,Spartanburg County,0.169,4.3,9211.0
SC,Spartanburg County,0.169,4.3,9479.0
SC,Sumter County,0.192,3.6,9296.0
SC,Sumter County,0.192,3.6,9502.0
SC,Union County,0.231,3.4,11478.0
SC,Union County,0.231,3.4,10688.0
SC,Williamsburg County,0.239,3.9,9873.0
SC,Williamsburg County,0.239,3.9,10040.0
SC,York County,0.126,3.1,9153.0
SC,York County,0.126,3.1,9407.0
TN,Anderson County,0.194,3.9,10113.0
TN,Anderson County,0.194,3.9,9793.0
TN,Bedford County,0.223,3.7,10209.0
TN,Bedford County,0.223,3.7,10208.0
TN,Benton County,0.2,3.3,10554.0
TN,Benton County,0.2,3.3,10699.0
TN,Bledsoe County,0.27,4.4,11662.0
TN,Bledsoe County,0.27,4.4,10747.0
TN,Blount County,0.15,2.6,9859.0
TN,Blount County,0.15,2.6,9157.0
TN,Bradley County,0.195,4.5,10427.0
TN,Bradley County,0.195,4.5,10004.0
TN,Campbell County,0.354,5.7,11238.0
TN,Campbell County,0.354,5.7,11439.0
TN,Cannon County,0.2,,11412.0
TN,Cannon County,0.2,,11832.0
TN,Carroll County,0.203,4.3,10931.0
TN,Carroll County,0.203,4.3,10643.0
TN,Carter County,0.225,4.8,11464.0
TN,Carter County,0.225,4.8,10600.0
TN,Cheatham County,0.175,3.3,11410.0
TN,Cheatham County,0.175,3.3,10980.0
TN,Chester County,0.171,2.7,10439.0
TN,Chester County,0.171,2.7,10908.0
TN,Claiborne County,0.312,4.4,12074.0
TN,Claiborne County,0.312,4.4,11904.0
TN,Clay County,0.265,,11457.0
TN,Clay County,0.265,,10022.0
TN,Cocke County,0.267,4.7,10562.0
TN,Cocke County,0.267,4.7,10550.0
TN,Coffee County,0.188,5.1,11802.0
TN,Coffee County,0.188,5.1,11405.0
TN,Crockett County,0.229,5.1,11910.0
TN,Crockett County,0.229,5.1,10997.0
TN,Cumberland County,0.214,2.4,9018.0
TN,Cumberland County,0.214,2.4,8825.0
TN,Davidson County,0.144,2.7,9262.0
TN,Davidson County,0.144,2.7,9514.0
TN,DeKalb County,0.226,4.3,10045.0
TN,DeKalb County,0.226,4.3,9658.0
TN,Decatur County,0.251,2.1,10729.0
TN,Decatur County,0.251,2.1,11136.0
TN,Dickson County,0.224,4.8,12126.0
TN,Dickson County,0.224,4.8,11977.0
TN,Dyer County,0.193,3.2,12133.0
TN,Dyer County,0.193,3.2,11735.0
TN,Fayette County,0.163,3.1,9637.0
TN,Fayette County,0.163,3.1,9757.0
TN,Fentress County,0.326,3.1,12338.0
TN,Fentress County,0.326,3.1,13507.0
TN,Franklin County,0.178,3.8,11545.0
TN,Franklin County,0.178,3.8,11326.0
TN,Gibson County,0.226,3.7,10307.0
TN,Gibson County,0.226,3.7,10606.0
TN,Giles County,0.186,3.8,10741.0
TN,Giles County,0.186,3.8,10852.0
TN,Grainger County,0.199,,10536.0
TN,Grainger County,0.199,,11499.0
TN,Greene County,0.207,4.1,10128.0
TN,Greene County,0.207,4.1,9821.0
TN,Grundy County,0.359,7.2,11943.0
TN,Grundy County,0.359,7.2,12192.0
TN,Hamblen County,0.26,4.7,10797.0
TN,Hamblen County,0.26,4.7,10233.0
TN,Hamilton County,0.18,3.2,9643.0
TN,Hamilton County,0.18,3.2,9537.0
TN,Hancock County,0.293,,15326.0
TN,Hancock County,0.293,,14984.0
TN,Hardeman County,0.276,2.6,10366.0
TN,Hardeman County,0.276,2.6,10075.0
TN,Hardin County,0.271,3.5,10554.0
TN,Hardin County,0.271,3.5,10567.0
TN,Hawkins County,0.258,4.0,10870.0
TN,Hawkins County,0.258,4.0,10417.0
TN,Haywood County,0.251,3.0,11277.0
TN,Haywood County,0.251,3.0,11320.0
TN,Henderson County,0.168,2.8,11256.0
TN,Henderson County,0.168,2.8,10727.0
TN,Henry County,0.267,4.4,9874.0
TN,Henry County,0.267,4.4,10073.0
TN,Hickman County,0.236,5.0,11131.0
TN,Hickman County,0.236,5.0,11319.0
TN,Houston County,,,13976.0
TN,Houston County,,,12720.0
TN,Humphreys County,0.241,,11723.0
TN,Humphreys County,0.241,,11990.0
TN,Jackson County,0.289,,9826.0
TN,Jackson County,0.289,,9832.0
TN,Jefferson County,0.255,6.4,10254.0
TN,Jefferson County,0.255,6.4,10325.0
TN,Johnson County,0.256,3.0,10434.0
TN,Johnson County,0.256,3.0,10310.0
TN,Knox County,0.167,3.6,9426.0
TN,Knox County,0.167,3.6,9613.0
TN,Lake County,0.207,,14124.0
TN,Lake County,0.207,,13678.0
TN,Lauderdale County,0.252,3.5,13024.0
TN,Lauderdale County,0.252,3.5,11718.0
TN,Lawrence County,0.233,4.0,10779.0
TN,Lawrence County,0.233,4.0,10703.0
TN,Lewis County,0.276,5.6,11880.0
TN,Lewis County,0.276,5.6,10838.0
TN,Lincoln County,0.232,4.1,10023.0
TN,Lincoln County,0.232,4.1,10069.0
TN,Loudon County,0.127,3.0,9508.0
TN,Loudon County,0.127,3.0,9556.0
TN,Macon County,0.257,4.2,11954.0
TN,Macon County,0.257,4.2,12813.0
TN,Madison County,0.19,3.1,10261.0
TN,Madison County,0.19,3.1,10162.0
TN,Marion County,0.273,3.5,10794.0
TN,Marion County,0.273,3.5,11412.0
TN,Marshall County,0.214,3.0,9972.0
TN,Marshall County,0.214,3.0,10258.0
TN,Maury County,0.198,3.2,10063.0
TN,Maury County,0.198,3.2,9589.0
TN,McMinn County,0.305,4.7,9322.0
TN,McMinn County,0.305,4.7,9249.0
TN,McNairy County,0.263,3.7,10079.0
TN,McNairy County,0.263,3.7,10038.0
TN,Meigs County,0.332,,9988.0
TN,Meigs County,0.332,,10276.0
TN,Monroe County,0.214,3.5,10292.0
TN,Monroe County,0.214,3.5,9931.0
TN,Montgomery County,0.178,2.8,9982.0
TN,Montgomery County,0.178,2.8,10036.0
TN,Moore County,0.294,,11564.0
TN,Moore County,0.294,,11201.0
TN,Morgan County,0.264,,10685.0
TN,Morgan County,0.264,,11178.0
TN,Obion County,0.167,3.0,10725.0
TN,Obion County,0.167,3.0,11024.0
TN,Overton County,0.274,3.8,10862.0
TN,Overton County,0.274,3.8,10931.0
TN,Perry County,0.248,,11563.0
TN,Perry County,0.248,,11174.0
TN,Pickett County,,,11911.0
TN,Pickett County,,,11230.0
TN,Polk County,0.247,6.0,9851.0
TN,Polk County,0.247,6.0,10383.0
TN,Putnam County,0.166,3.4,10037.0
TN,Putnam County,0.166,3.4,10340.0
TN,Rhea County,0.246,4.8,10667.0
TN,Rhea County,0.246,4.8,10557.0
TN,Roane County,0.246,3.0,10895.0
TN,Roane County,0.246,3.0,10692.0
TN,Robertson County,0.154,2.1,10267.0
TN,Robertson County,0.154,2.1,10434.0
TN,Rutherford County,0.145,2.7,10200.0
TN,Rutherford County,0.145,2.7,10567.0
TN,Scott County,0.455,4.5,13621.0
TN,Scott County,0.455,4.5,12507.0
TN,Sequatchie County,0.265,3.9,11214.0
TN,Sequatchie County,0.265,3.9,11357.0
